not sure,"review: Default comments search box type to ""contains string""; Patch v.1"
not sure,review: make request tracker use generic user matching code; patch v3: review fixes
not sure,review: make request tracker use generic user matching code; patch v4: very minor updates
not sure,review: Abstract out GenerateSQL into perl module; Patch v.1
not sure,review: Add support for Insiders; Private comments; Private Attachments; Patch updated to current HEAD
not sure,review: param to disable adding new quips; Add param to restrict entry of quips
not sure,review: param to disable adding new quips; Revised patch keeps total number of params constant
not sure,[IME]Chinese character composition not work with Korean input
not sure,(feature) List properties needs to be implemented
not sure,insert source dialog fixes
not sure,Update site-policies documentation
not sure,Add CS Styles for Ethiopian/Eritrean Languages
not sure,Suggested additions to the menu of the test bed viewer
not sure,Document->createTextNode() API dumps core
not sure,Document->createFragment Java DOM API dumps core
not sure,Document->createComment API call dumps core
not sure,Document createProcessingInstruction method dumps core
not sure,need managed tools/software infrastructure
not sure,Request for SSH account to be able to upload files to ftp.mozilla.org
not sure,QA Reminder: Test IMAP server prefs migration with UI
not sure,QA reminder: retest migration addr prefs after UI fix
not sure,To add a new compile switch to distinguish Windows and ATK code
not sure,OS/2 - Create Desktop folder REXX script.
not sure,nsMultiMixedConverter needs to add nsIStreamObserver to it's QI method
not sure,Port nsFileChannel to use nsIFile
not sure,negotiate webshell ownership model
not sure,errors in your documentation;
not sure,"Link to resource uses ,html extension"
not sure,EARFileImpl.saveAsNoReopen does not include application.xml
not sure,Need enablement of the j2ee extension for its own custom extensions in navigator
not sure,Generate HTML test reports
not sure,AC doesn't report observer/controller status to agents
not sure,Agent Controller doesn't shutdown agents
not sure,Accessibility: Cannot set focus to testcase invocation using keyboard only
configuration-issue,fop's configuration file is distributed under Apache License
configuration-issue,"Apache; mod_jk + APJ13 problems with RequestDispatcher,forward() BugRat Report#373"
configuration-issue,"LineNumberTable toString method uses jdk 1,4 StringBuffer append(StringBuffer) method,"
configuration-issue,"httpd-2,2,14 hangs in port_getn"
configuration-issue,binding to an invalid ip address in Linux
configuration-issue,"duplicate license,txt constrains ClassLoader"
configuration-issue,"Deep link into Bugzilla broken on ROOT/index,jsp"
configuration-issue,"Focus problems under jdk 1,4,1"
configuration-issue,"HttpServletRequest,isAsyncStarted() returns false when a Runnable is started"
configuration-issue,JSPs no longer compile in Java 8
configuration-issue,Handling of font URL pointing to a JAR entry don't work
configuration-issue,makeurl command does not allow relative paths
configuration-issue,[PATCH] Refactored configuration; font detection and caching; url resolution
configuration-issue,URL mapping case sensitive
configuration-issue,"Undeploy of webapps with antiResourceLocking in META-INF\context,xml fails after Tomcat restart"
configuration-issue,APR compile failure with Visual Studio 2013
configuration-issue,"Building 1,3 fails with NCDFE: SerializerTrace"
configuration-issue,missing classpath entry in ./build.bat and ./build.sh
configuration-issue,Collections doesn't build with jdk1.2 javac
configuration-issue,Starting and stopping the servlet engine in ant
configuration-issue,Could not compile
configuration-issue,session:get-attribute bug
configuration-issue,lock files don't work in JDK 1.1
configuration-issue,Error building Xerces.C
configuration-issue,Problem to config Soap 2.3 + Tomcat 4.0.5 + xerces 1.4.4
configuration-issue,x:datatable doesn't support Set
configuration-issue,Document API incompatibility with HttpClient 2.0
configuration-issue,"Build fails on AIX 4.3.3 (IBM RS/6000), VisualAge C++ Pro v5"
configuration-issue,Bug Reporting System' link on Struts home page is broken..
configuration-issue,"Accounts with ""."""
configuration-issue,Headers install in wrong directory.
configuration-issue,Bad links
configuration-issue,Sending mail to local recipient and remote recipient fails to send to remote recipient
configuration-issue,Error: 500
configuration-issue,Bounced mail to unknown sender address or SMTP server hangs James
configuration-issue,"Microsoft Update: KB920342; Apache 2,2,3 service doesn't start"
configuration-issue,nph- CGIs and/or server-pushed methodes not working properly
configuration-issue,"FOP 0,95 does not resolve server path names,"
configuration-issue,Problem clustering tomcat when a failed server is restarting
configuration-issue,"Sendfile broken in 2,2,2 on Solaris 10 when using Server parsed html includes"
configuration-issue,"Unable to connect via DAV (server is 10,4,9; client is 10,4,9)"
configuration-issue,iPlanet / SunONE web server tomcat connector connection re-use disabled
configuration-issue,(OS 10048) error during installation
configuration-issue,[PATCH] cforms libraries are not loaded
configuration-issue,"[PATCH] Endorsed libraries are not considered properly,"
configuration-issue,Execute does not properly change drive for Windows
configuration-issue,"Tomcat (4,1,7 - 4,1,9)-LE-jdk14 ignores error page specified in web,xml"
configuration-issue,"JDK 1,4,2_05 has new org,apache,xpath,compiler api,,, now private m_functions field"
configuration-issue,"cope with OpenSSL 0,9,7g API changes"
configuration-issue,Fix incompatible API changes to TransformSpi
configuration-issue,Add a text-search in the SVG Browser
configuration-issue,Add marker support
configuration-issue,"JUnit task not compatible w/ JUnit 3,5"
configuration-issue,"[PATCH] jdk1,3 compatibility fix for fop-0_94"
configuration-issue,"Transform TRANSFORM_XPATH2FILTER subtract filter bug in 1,3 release"
configuration-issue,NoClassDefFoundError IDebugViewAdapter
configuration-issue,Bug resolving CollectionTypes in AbstractTypeResolver
configuration-issue,[SysML 1.4][releng] promote bug
configuration-issue,Debugger mapping - when an extra directory is added to the project - breakpoints are ignored
configuration-issue,Run/Debug As -> PHP Script will not start if a configuration with xdebug was used before that
configuration-issue,Incorrect default Launch URL when Run/Debug As PHP Web Page
configuration-issue,get rid of all fragment.properties in UI fragments
configuration-issue,DBCS: DBCS file and path name
configuration-issue,Adding a bug reports page to the Web site
configuration-issue,RTSC build profile should be set to 'whole_program_debug' in wizard page
configuration-issue,Unnecessary dependency of rse.ui -> debug.ui
configuration-issue,Facet actions sort does not termination for certain version change actions
configuration-issue,New UI plugin dependency introduced in WTP 1.5 model plugin
configuration-issue,[j2ee] EAR with J2EE modules in a directory fail to import properly
configuration-issue,Make .JETEmitter project optional
configuration-issue,Workarounds need fixing for capability with Eclipse 3.1
configuration-issue,[perf]* BeaninfoClassAdapter should specify parser pool option
configuration-issue,http://java.sun.com/xml/ns/j2ee/jsp_2_0.xsd does not have license associated
configuration-issue,Investigate Dependency graph builder as resource change listener
configuration-issue,EAR import does not place classes in correct location
configuration-issue,[j2ee] 'EAR Libraries' does not include JAR files in directories
configuration-issue,[hotbug] JEE5 Web model does not update on changes in web.xml
configuration-issue,J2EEModuleVirtualComponent.getManifestReferences() performance
configuration-issue,SDK doesn't include other source files
configuration-issue,"Two SDK ""source plugins"" mistakenly jarred"
configuration-issue,[arch] org.eclipse.wst.wsi mixes model and UI code
configuration-issue,Turn off the Execution framework debug
configuration-issue,NLS33:plugins referenced by org.eclipse.wst.rdb_userdoc.feature is missing
configuration-issue,bugs in tptp_decodeBase64()
configuration-issue,org.eclipse.hyades.test.* plugins missing in WSWB 3.0
configuration-issue,EMF Java Example installed causes problem
configuration-issue,coredump while parsing optHeap on ThreeTierQueues applet
configuration-issue,coredump while parsing optHeap on ThreeTierQueues applet
configuration-issue,Version mismatch in org.eclipse.hyades.models.hierarchy feature and plugin
configuration-issue,Trace loaders don't work in the 4.0 environment
configuration-issue,[Platform Specific] The automation framework has issues on non-Windows platforms
configuration-issue,libpiAgent.so missing from z/OS Agent Controller zip due to build error
configuration-issue,zOS: manual build of the piAgent/RAC fails - initial c89 compile exits with code 137
configuration-issue,Agent Controller in 4.0.1 configuration incorrect due to plugin jar name change
configuration-issue,Broken link in on-line navigation tree
configuration-issue,Statistical Agents do not work through the IAC
configuration-issue,Attachment viewing in Test Log Viewer doesn't work for .JPG files
configuration-issue,Update legal doc for log4J
configuration-issue,(New AC) Default setting for TPTP_AC_HOME in serviceconfg.xml is bad
configuration-issue,[Webdoc] (README) Cannot use IAC in multiple instances of the Eclipse workbench
configuration-issue,Remote Log Import with Filter does not work due to change in File Transfer behaviour
configuration-issue,Restore the UML2SD log interactions view as in AC1.2
configuration-issue,placeholder for the UML2SD view
configuration-issue,VE hangs; times out; then throws NPE doing pause/reload
configuration-issue,"(Plat) RAC plugin system has version number dependency in ""requires"""
configuration-issue,Should remove some plugin dependencies from plugin.xml
configuration-issue,(Provisional) Remote console feature not working if target OS is Linux.
configuration-issue,Cannot add JFace support to project - NPE
configuration-issue,VE errors on M6
configuration-issue,Broken link to download Chart::Base module
configuration-issue,review: usedependencies must die; Patch v.2
configuration-issue,review: Problem with the regex in checksetup.pl to find dependancies.; v2
configuration-issue,review: Importxml will fail if versioncache needs update; Fix - needed on 2.16 as well as 2.17
configuration-issue,review: Importxml will fail if versioncache needs update; Fix - needed on 2.16 as well as 2.17
configuration-issue,review: run checksetup.pl non-interactively (for use with cron jobs on test installs); Optionally non-interactive checksetup.pl
configuration-issue,review: If multiple cookies exist; the least significant is assigned.; Fix for both 121419 and 165685
configuration-issue,review: run checksetup.pl non-interactively (for use with cron jobs on test installs); v2
configuration-issue,review: Linkify script to use GetBugLink on texts provided by user; Patch v.2
configuration-issue,review: Templatise all calls to DisplayError; Patch v.1
configuration-issue,review: Start using CGI.pm; v3
configuration-issue,review: Fix site-navigation.html.tmpl to link to flags CGI and not attachments one; Patch v.1
configuration-issue,review: Start using CGI.pm; v5.1
configuration-issue,perl 5.6: config.cgi dies when it tries to use Bugzilla::DB
configuration-issue,Trailing slash
configuration-issue,[DOGFOOD] [PORKJOCKEY]URL Dispatching Part II
configuration-issue,Remove #ifndef NECKO from tree
configuration-issue,replace nsIIOService constructors with CreateInstance
configuration-issue,url bar does not update
configuration-issue,Initial installation of M10 on OpenVMS fails in LIBGTK
configuration-issue,[DOGFOOD][IME] CJK input disabled in location field
configuration-issue,figure out what resource: URLs should really be
configuration-issue,[Outdated plug-in] Sherlock plug-in for Google is outdated
configuration-issue,browser doesn't handle simple response of HTTP protocol
configuration-issue,Inappropriate source into the plaintext copy.
configuration-issue,Multi-paragraph blockquotes do not render correctly
configuration-issue,[Plug-in for ActiveX] Switched parameter in XPconnect.cpp / xpc_GetCLSIDForType / keyMimeType.QueryValue
configuration-issue,implement RDF resource pseudo-aggregation
configuration-issue,remove STREAM_CONVERTER_HACK from file channel
configuration-issue,use of #ifndef XP_MAC is not needed in wallet.cpp
configuration-issue,triple static link of dbm code.
configuration-issue,trace-malloc broken on fxdbug-win32-tbox (due to Vista SDK?)
configuration-issue,"[Windows] After bug 551254, Firefox/SeaMonkey fails to build or run with error like ""?"
configuration-issue,Cannot build old Windows SDKs since Bug 830347
configuration-issue,Bug 906072 completely broke IME context management when password field gets focus
configuration-issue,browser_pluginCrashCommentAndURL.js hangs ubuntu ec2 slaves in conjunction with browser_bug410900.js
configuration-issue,[SeaMonkey] Windows bustage in nsUrlWidget after bug 581596 landing
configuration-issue,Core dump on http://www.vecernji-list.hr/ page load
configuration-issue,alfred chrome out of date--won't run on moz0.8.1
configuration-issue,Web console is buggy in window mode
configuration-issue,Today repository cause a black display on SGS2/Otoro due to regression from bug 778079
configuration-issue,bugzilla searches timing out (loading bugs directly works fine)
configuration-issue,Port |Bug 600435 - XULRunner universal for i386/x64_64 fails to unify nspr-config| to comm-central
configuration-issue,Trunk builds broken by bug 556214: undeclared 'MonitorAutoEnter'
configuration-issue,Port build system changes from Bug 585016 and Bug 924615 to comm-central
configuration-issue,"Port |Bug 1044162 - make install locations for EXTRA_{PP_,}JS_MODULES better| to comm-central"
configuration-issue,Fix build problems caused by Bug 847195 [error: nsIDOMNamedNodeMap.h: No such file or directory]
configuration-issue,no response from email to ftp-stage@mozilla.org for releases
configuration-issue,Old link to Bugzilla Helper
configuration-issue,Alt-Start => Alt-Home (in Ga naar)
configuration-issue,Navigator doesn't build
configuration-issue,Mozilla does not compile on NetBSD/arm32
configuration-issue,No not shared library support in Makefiles
configuration-issue,libplds21.so: can't open file: errno=2
configuration-issue,BUILD: messages about OSF in Linux build
configuration-issue,[PP] NSPR building incorrectly on FreeBSD 3.0
configuration-issue,PR_ImportFile; etc. should initialize NSPR implicitly.
configuration-issue,Shared library suffix incorrectly assumed to be .so in several places
configuration-issue,minor tweak to Makefile.in for editor/txmgr/src and editor/txtsvc/src
configuration-issue,JA:PR2 Bargain America link incorrect in sidebar
configuration-issue,DE:PR1 investorworld link not working
configuration-issue,DE:Customize link for InvestorWorld should be disabled
configuration-issue,[FIX]about: protocol directory needs clean up
configuration-issue,Nightly 1.3 are debug builds (file size ~ 40MB) (missing MSVCRTD.DLL)
configuration-issue,1.4 won't launch
configuration-issue,Checkin for Bug 240552 broke clobber builds and builds w/ disable-cookie
configuration-issue,SuiteRunner doesn't compile with --enable-debug
configuration-issue,Recover from bug 552703 test outage after upgrading buildbotcustom
configuration-issue,Port |Bug 827303 - Firefox core and crypto services components assume services/sync is built|
configuration-issue,Fix OSX64 buildage from |Bug 780561 - (new-packager) Overhaul the packager|
configuration-issue,nsFilePicker.cpp deallocates buffer incorrectly
configuration-issue,DE:PR2 Location Search w/o Search entry
configuration-issue,567920 byte leak on Linux
configuration-issue,icomputer.be - has some text truncated
configuration-issue,Testopia is not compatible with Bugzilla 4.5 due to a DB schema change
configuration-issue,[Thunderbird] mozilla-central 'Linux comm-central build' do not compile after bug 511326 landing
configuration-issue,OSX bustage from bug 895047
configuration-issue,OSX build bustage on comm-central from bug 941409 (layout/xul/nsMenuFrame.cpp:682:64: error: no member named 'anonid' in 'nsGkAtoms')
configuration-issue,Port bug 1101170 (Move Linux desktop sandboxing code into plugin-container) to fix bustage: Missing file(s): bin/libmozsandbox.so
database-issue,"SQL task doesn't work with Informix IDS 9,2"
database-issue,Search result of Bugzilla isn't correct
database-issue,Selection section(selection radio/selection table) of ConnectionFilterPropertyPage needs to be disabled for database connection profile objects
database-issue,need a similar allowQuotedDML() api on database
database-issue,Failed to run the sql if the database is disconnect
database-issue,a '-' in de database name crashes the connection
database-issue,[app.class.php] Patch to add Marketplace Database Connections
database-issue,An issue with Action in Symptom Database Editor
database-issue,EDT Supports more database vendors
database-issue,Encoding error while export Symptom Database that contains GB18030 chars
database-issue,RT: Database Cursors are not closed when using Batch mode.
database-issue,Symptom Database preference page should be under Profiling and logging.
database-issue,An Issue with Localized Message in Symptom Database editor
database-issue,Set Profile for Editor drop down Database Name selection does not work
database-issue,Data Source Explorer view - properties on Database root has blank dialog
database-issue,SQL database binding resources should not let user create duplicate name
database-issue,Error message of create records from sql database does not clear.
database-issue,Update of problems database fails
database-issue,Test Connection doesn't give any feedback if the wrong database type is selected
database-issue,review: Remembered query options need regrouping; Patch v.1
database-issue,review: Remembered query options need regrouping; Patch v.2
database-issue,review: Remembered query options need regrouping; Patch v.3
database-issue,review: Move the quip list into the database; patch; atttempt 3
database-issue,review: Remembered query options need regrouping; Patch v.3
database-issue,review: Query - multiple-select product (and probably component) broken; Patch
database-issue,review: Query for CC/longdesc/OR takes long time; Revised with readability improvements
database-issue,rampant uninitialized value error in log with fix for bug 255512
database-issue,Startup failure since Bug 589032 - Error: Error setting up timezone database: TypeError: Components.classes[mozilla.org/storage/statement-wrapper;1'] is undefined
database-issue,[IME][IME-Commit][IME-HighLight]DB text input always appended regardless of cursor position
database-issue,Is DBM needed if the DiskCache is not used?
database-issue,Run SQL from bug 495740 on support-stage for testing
database-issue,bugzilla searches take forever (or never complete)
database-issue,db-authenticator wont reuse pool connections
database-issue,DatabaseServlet reads from getResourceStream and writes to getRealPath
database-issue,Database connection stops action servlet from loading
functional-issue,Logging level now defaults to debug - crashed server
functional-issue,[patch] Block.java loop terminator fails due to a bug
functional-issue,case matching failure in <?xml ... ?> tag
functional-issue,testXSLT linked with hard coded path to xerces library
functional-issue,error messages don't show the error name
functional-issue,Cannot find ActionMappings
functional-issue,Parser do not throw exceptions
functional-issue,Exception when running browser in binary distribution
functional-issue,MultiboxTag.doAfterBody() always aborts page rendering
functional-issue,getLength error
functional-issue,NULL sysId causes exception when using a DOM_Document as XSLTInputSource
functional-issue,javax.servlet.jsp.JspException: Cannot find message resources under key org.apache.struts.action.MESSAGE
functional-issue,accessing localhost:8080/cocoon/ gives ComponentException
functional-issue,Calendar replacing Date is wsdl transformation
functional-issue,Upper case conversion of special characters causes javac error
functional-issue,[email] Errors when sending MultiPartEmail with another email as an attachment
functional-issue,Exception:: java.lang.Exception: FIXME
functional-issue,ServletContextProviderImpl.java:36: cannot resolve symbol
functional-issue,Exception handling in HttpClient requires redesign
functional-issue,Xalan C crashes with this style sheet
functional-issue,Bugs in TTFReader
functional-issue,[PATCH] Bugfix for XMLReader: Support for other ImageReaders
functional-issue,mod_rewrite Set-Cookie bug
functional-issue,Unable to create document on repeating basis
functional-issue,org.apache.fop.apps.CommandLineOptions#checkSettings() (0.18.1-DEV) throws NullPointerException
functional-issue,ImageTag bug in altKey attribute
functional-issue,org.apache.cocoon.ProcessingException: Exception in Handler:java.util.NoSuchElementException when starting Cocoon
functional-issue,"Error: DTD file not found if XML file name contains character such as ""%"""
functional-issue,"checking out a url ending in slash (""/"") makes lossy wc"
functional-issue,no match with simple xml file
functional-issue,null pointer exception in TransportMessage.read()
functional-issue,Error masked by nested try-catch blocks
functional-issue,LinkTag/RequestUtils.computeParameters - no longer supports non-String bean properties as parameters
functional-issue,Assigning null value to variable appears to be a no-op
functional-issue,calling MessageElement#getChildren with a Text-Only content returns an empty list
functional-issue,Error when <import> refers to a schema inlined in another XML document
functional-issue,"Exception is thrown when building a project that uses ""extend"" in project.xml"
functional-issue,java.net.InetAddress.getAllByName(null) throws UnknownHostException instead of valid InetAddress
functional-issue,Problems uploading image file using multipart form request
functional-issue,unintuitive NullPointerException for wrong configuration entry
functional-issue,ISAPI redirector crashes IIS with access violation
functional-issue,NullPointerException - Parsing document
functional-issue,"tomcat-connectors-1,2,23-src: source code fails to compile"
functional-issue,CGI and POST-requests broken when DAV enabled
functional-issue,MessageTag causes NullPointer Exception
functional-issue,Crash on console startup in ap_recent_ctime
functional-issue,balancer setup crashes apache during start
functional-issue,Delete Language Version does not work
functional-issue,timers control doesnt match with results
functional-issue,-noclasspath crashes ant if no system classpath is set
functional-issue,FATAL ERROR: no transformer class found
functional-issue,Different behaviour with NodeSet and RootNode with InclusiveNamespaces
functional-issue,"NullPointerExeption on table with border-separation=""[value]"""
functional-issue,Signing throws an exception if custom resource resolver is registered
functional-issue,"win32 Apache 2,0,48 build broken!!! missing ssl-std,conf"
functional-issue,< and > are not quoted properly in HTML and XHTML output
functional-issue,"java,lang,ClassCastException: org,apache,fop,layoutmgr,inline,WrapperLayoutManager"
functional-issue,"Build fails due to publication-tests,xml build target"
functional-issue,"version 1,6 JMeterThread calls getSampler with entry == null"
functional-issue,"Fail to handle the external entity,,,"
functional-issue,Fixes to ResponseAssertion to make it thread safe
functional-issue,"Random (frequent) error - pages not loading in Netscape 4,x"
functional-issue,table-omit-footer-at-break sometimes cause crash
functional-issue,mod_proxy_fcgi crashes Apache on invalid headers
functional-issue,Apache is crashing during graceful restart
functional-issue,mod_rewrite logging crashes apache 64 bit builds on windows
functional-issue,"loading mod_logio,so on win2k resulting apache crash"
functional-issue,"FOP SVN TRUNK crashes at inline page manager and Knuth inline box,"
functional-issue,fop crashes on break-after
functional-issue,"PFMFile,load() crashes if a font has a name longer than 16 characters and also if parsing pfm files larger than 2048 bytes"
functional-issue,"The parser does not raise an error when the facet ""minLength"" for the datatype ""language"" has a value other than nonNegativeInteger,"
functional-issue,"Error in org\apache\fop\apps\Options,java"
functional-issue,Gradient stops error handling
functional-issue,i am getting Error preallocating sequence numbers while inserting row into oracle tablre using toplink
functional-issue,"1,6 introduced errors with SVG saving"
functional-issue,mod_proxy_fcgi+mod_deflate error with header-only output stream record
functional-issue,"There is an error while writing the TLE's while writing the attribute qualifier in the afp output,"
functional-issue,Font metrics-url and embed-url are aways absolute; fails without good error message
functional-issue,mod_jk: JkLogLevel set to error; however apparently logging at info
functional-issue,compilation error; missing axis jar on classpath
functional-issue,"FOP 0,20,5 AWTRenderer: Sometimes rendering fails in the middle of a table with no error message"
functional-issue,Error parsing parameters: mandatory parameter 'document-language' not found [docu:live:::expires]
functional-issue,"Invalid Content-Length error for the binary file size greater than 2,1GB"
functional-issue,"Error message ""document checked out"" not i18n-ized"
functional-issue,error notification for wrong characters in uploaded filename and define space as wrong character
functional-issue,[PATCH] Fop CLI Errors
functional-issue,ClassCastException when fo:wrapper is used as a child of fo:block-container
functional-issue,"Running xindice,war in Tomcat - error java,lang,NullPointerException"
functional-issue,"[PATCH] JCR ConfigurationException on start-up,"
functional-issue,"FOP 0,17 throws exception with basic-link in xsl-region-before/after"
functional-issue,"StringIndexOutOfBoundsException During Simple Perl5Util,split"
functional-issue,NullPointerException in AFPRendererConfigurator
functional-issue,"GRAVE: Exception: java,lang,NullPointerException when unsing fop"
functional-issue,NullpointerException in RTFHandler
functional-issue,[PATCH] NullPointerException in RtfTableRow : tableBorderAttributes
functional-issue,"Webresources class AbstractResourceSet throws exception upon callong ServletContext,getRealPath("""")"
functional-issue,[PATCH] FOP with fop-pdf-images throws ImageException
functional-issue,NullPointerException when min-height is specified for table-row
functional-issue,X509CertificateResolver throws NullPointerException
functional-issue,IndexOutOfBoundsException in TableCellLayoutManager
functional-issue,ClassCastException: InlineLayoutManager cannot be cast to BlockLevelLayoutManager
functional-issue,"NullPointerException in LineHeightPropertyMaker,java:57"
functional-issue,"""Checkin"" menu item leads to exception"
functional-issue,IndexOutOfBoundsException due to absent table-cells
functional-issue,"Base64 Transform throws ""Stream is closed"" IOExceptions"
functional-issue,"NullPointerException when redering ,fo file in TableLayoutManager,initialize"
functional-issue,"break-before=""page"" causes IllegalArgumentException"
functional-issue,[Patch] White-space fo character element throws NullPointerException
functional-issue,"nullpointer exception in ListItemContentLayoutManager,addAreas"
functional-issue,Canonicalizing an empty node-set throws an ArrayIndexOutOfBoundsException
functional-issue,"java,lang,ClassCastException: org,apache,fop,layoutmgr,PaddingElement"
functional-issue,Regression: soft hyphen character gives IllegalArgumentException
functional-issue,Null Pointer Exception (when a table cloned due to a retrieve-marker operation)
functional-issue,"[PATCH] IndexOutOfBoundsException at ListItemLayoutManager,java:495"
functional-issue,"NullPointerException in -rtf only (not pdf; txt; png,,)"
functional-issue,"NullpointerException on invalid attribute values for text-decoration,"
functional-issue,"id already exists error when using span=""all"" attribute"
functional-issue,File upload broken
functional-issue,AddCharset default conf is wrong from latin5 to latin9
functional-issue,"request,getSession(false) fails to return null,"
functional-issue,PropPatchMethod() fails with duplicate names in different namespaces
functional-issue,Build fails: XConfToolTask not found
functional-issue,CYGWIN fails to load modules
functional-issue,ant task fails in fop-trunk
functional-issue,"parse,tcl: auto_path failes for pathes with spaces"
functional-issue,mod_jk segfaults; if fail_on_status is used
functional-issue,java compilation bugs
functional-issue,Fix segmentation fault on stale cache when mod_disk_cache is used
functional-issue,"Problem compiling with new TTFs because ttffont-file,xsl not found"
functional-issue,caching is broken in trunk
functional-issue,No content in the generated rtf file using FOP after revision 1036000
functional-issue,mod_jk fails to pass correct path after mod_rewrite
functional-issue,erroneous cell overlap code
functional-issue,"KeyValue,getPublicKey does not work"
functional-issue,Search page loses results when switching the language
functional-issue,SOAP-call does not support Unicode data
functional-issue,NDC column does not sort properly on double-click if some of the NDC values are null
functional-issue,Undeclared identifier BINDPROCESS
functional-issue,"Cannot compile on Japanese locale (ja_JP,EUC)"
functional-issue,Copy Paste of Japanese charactres are not working in PDF document
functional-issue,NPE when having an empty <fo:inline>-element with hyphenation turned on
functional-issue,Can't compile with bundled apr/apr-util
functional-issue,"NPE SignedInfo,getCanonicalizationMethodURI 1,4,Beta2"
